issue,title,primary finding,validator comment,status,root cause (URL),size,robotLabel
validation-170,"katanaV3SwapCallback and _swap() do not deal with the recurisve base case of empty path well, leading to non-function for v3SwapExactOutput.",validation-170,,Satisfactory,,86,:robot:_primary
validation-51,"LiquidityManagement.katanaV3MintCallback() is subject to address collision attack, allowing an attacker to steal funds from users who  give approvals to the NonfungiblePositionManager.",validation-51,"Likely invalid and OOS per [contest details](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#automated-findings--publicly-known-issues). This is likely a known uniswapv3 issue. 'All public known issues, including public audit reports of Uniswap V3 that affect Katana V3'",Satisfactory,,86,:robot:_primary
validation-153,Users may lose funds due to missing access control in KatanaV3Pool.sol::burn,validation-153,"Same design as uniswapV3, users are not expected to directly call the burn function without going through the NonfungiblePositionManager",Unsatisfactory,,87,:robot:_02_group
validation-114,Use of the `TransferHelper::safeApprove` method in the `V3Migrator::migrate` function without resetting the allowance to 0.,validation-114,"If there are unspent allowances, it will be subsequently cleared as seen [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/periphery/V3Migrator.sol#L70-L86)",Unsatisfactory,,87,:robot:_primary
validation-119,Liquidity providers can be restricted from burning their positions.,validation-117,,Satisfactory,,88,:robot:_07_group
validation-26,Missing Events on Important State Changes,validation-26,"The above mentioned contracts are not meant to be called directly, the higher level Router contracts will have the appropriate events in place.",Unsatisfactory,,88,:robot:_primary
validation-121,"Oracle.transform() calculates the wrong secondsPerLiquidityCumulativeX128 in the transform() functions during zero liquidity period, which affects the results for  functions in KatanaV3Pool.sol.",validation-121,"This might be OOS, since uniswap has the same exact design as seen [here](https://github.com/Uniswap/v3-core/blob/main/contracts/libraries/Oracle.sol#L30-L45). ' All public known issues, including public audit reports of Uniswap V3 that affect Katana V3'",Satisfactory,,90,:robot:_89_group
validation-56,Lack of Access Control in `KatanaV3Factory::initialize` function  allows anyone to configure the crucial parameters,validation-30,,Unsatisfactory,,90,:robot:_107_group
validation-216,Initialization Deadlock in KatanaV3Pool Due to Conflicting Constructor and initializeImmutables Logic,validation-106,,Satisfactory,,92,:robot:_04_group
validation-63,User can bypass the authorization check in NonfungiblePositionManager.sol#mint via migration,validation-63,"Expected design per contest details as seen [here](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#automated-findings--publicly-known-issues): 'If a liquidity pool (pair of tokens) is already open for liquidity provision on Katana V2, liquidity providers are expected to be able to migrate their liquidity to the corresponding pool on Katana V3 when it is created, without being restricted by the authorization function of the Governance.'",Unsatisfactory,,93,:robot:_44_group
validation-53,Improper Initialization Logic in KatanaV3Factory Causes Failure/Dos in calling `KatanaV3Factory.sol::initialize`,validation-106,,Satisfactory,,97,:robot:_100_group
validation-10,Oracle Miscalculation During Zero Liquidity Periods Leads to Inaccurate AMM Data,validation-121,,Satisfactory,,98,:robot:_primary
validation-58,KatanaV3Factory::enableFeeAmount improper validation could lead to issues,validation-58,There is no indication that zero-fee pools cannot be allowed,Unsatisfactory,,98,:robot:_09_group
validation-160,Anyone can call execute and run commands to steal funds,validation-160,There is no issue with execution being permisionless. It is the reponsibility of users to enter relevant inputs to perform the necessary actions with or without a multicall. The router contract is not expected to hold any funds.,Unsatisfactory,,99,:robot:_50_group
validation-248,ETH Transfer exploit via calldata manipulation,validation-248,"Routers are not supposed to hold funds, this is present likely to transfer excess funds present during swaps",Unsatisfactory,,102,:robot:_primary
validation-18,Denial of Service (DoS) via excessive tick crossing in ` KatanaV3Poll` contract,validation-18,There is no proof that OOG can occur with the swap shown.,Unsatisfactory,,103,:robot:_36_group
validation-95,"Oracle's Transform Function Fails to Handle Zero Liquidity, Leading to Data Inaccuracy",validation-121,,Satisfactory,,111,:robot:_89_group
validation-94,Improper Initialization of Observation Array in Oracle Library Leads to Data Integrity Issues,,,Unsatisfactory,,115,:robot:_primary
validation-258,Gas Limit Vulnerability in src/core/KatanaV3PoolProxy.sol,validation-258,"This is a non-issue, since `parameters` is retrieved from the V3Deployer contract which is set when a new pool is created via `KatanaV3Factory.createPool()`",Unsatisfactory,,121,:robot:_primary
validation-225,Missing Minimum Liquidity Checks in _modifyPosition Exposes Pool to Price Manipulation,,,Unsatisfactory,,122,:robot:_02_group
validation-112,NonFungiblePositionManager Is Liable To Underflow,validation-112,,Satisfactory,,125,:robot:_30_group
validation-61,Authorization function of the Governance can still restrict user from migrating v2 liquidity to v3 liquidity,validation-61,,Satisfactory,,125,:robot:_47_group
validation-97,Front-running Vulnerability in swap Function of KatanaV3Pool.sol,validation-97,As long as an appropriate slippage and deadline is present to help users avoid front-running attacks,Unsatisfactory,,126,:robot:_primary
validation-118,KatanaV3Pool uses custom fees whereas KatanaV2Library.getAmountOut and getAmountIn use hardcoded fees,validation-118,"This is as per design [based on READ.ME](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#key-changes-from-uniswap-v3): 'Customizable Protocol Fee Tiers: Katana v3 allows for flexible fee structures with multiple protocol fee tiers, improving adaptability across different market conditions and asset types.'",Unsatisfactory,,128,:robot:_primary
validation-17,"Fee growth calculation errors in `KatanaV3Pool` Contract will result in liquidity providers receiving more or fewer fees than they are entitled to, leading to profit imbalances and undermining the integrity of the pool",validation-17,,Unsatisfactory,,128,:robot:_25_group
validation-16,"Price manipulation via flash loans in `KatanaV3Pool` contract allow attackers to borrow large amounts of tokens without collateral for a single transaction, destabilizing the pool's price",validation-16,There are slippages in place to prevent price manipulation afftercting swaps,Unsatisfactory,,131,:robot:_01_group
validation-20,"Missing slippage protection for migrated liquidity allows liquidity providers to suffer from significant token loss, especially during periods of price volatility in `V3Migrator` contract",validation-20,The slippages is present within the `params` input and used [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/periphery/V3Migrator.sol#L62-L63),Unsatisfactory,,132,:robot:_13_group
validation-9,Unauthorized Liquidity Increase in `NonfungiblePositionManager`,validation-117,,Satisfactory,,133,:robot:_primary
validation-223,Unsafe Parameter Decoding in Dispatcher Contract Leads to Potential Data Corruption,,,Unsatisfactory,,137,:robot:_primary
validation-238,"Katana V3 collect Function Breaks NFT Security Model, Allows Fee Collection After Transfer",,,Unsatisfactory,,138,:robot:_primary
validation-22,"Front-running in `getAmountOut` function allow an attacker to observe large pending transactions on the blockchain, manipulate the poolâ€™s reserves by making their own transactions, and sandwich the victim's trade",validation-22,"As long as an appropriate slippage is set, this is a non-issue",Unsatisfactory,,138,:robot:_48_group
validation-93,Unauthorized Liquidity Manipulation in NonfungiblePositionManager Contract Due to Missing Access Control,validation-117,,Satisfactory,,141,:robot:_07_group
validation-122,"KatanaV3Pool.observe() will likely revert when the current timestamp wraps around the 2**32 boundary, and after time >= 2**32, observations before < 2**32 all become not available to observe,",validation-122,"Could be OOS, same exact implementation in uniswap as seen [here](https://github.com/Uniswap/v3-core/blob/main/contracts/libraries/Oracle.sol#L260): 'All public known issues, including public audit reports of Uniswap V3 that affect Katana V3'",Satisfactory,,143,:robot:_primary
validation-262,Suboptimal Array Allocation in Mixed Route Quoter,,,Unsatisfactory,,149,:robot:_primary
validation-261,Array Index Misalignment in MixedRouteQuoterV1's Mixed Route Quotes,,,Unsatisfactory,,151,:robot:_06_group
validation-217,positions Function in NonfungiblePositionManager Returns Potentially Invalid Tick Values,,,Unsatisfactory,,151,:robot:_primary
validation-92,Precision Loss in Oracle's Tick Cumulative Calculation Due to Integer Division Order ,validation-120,,Satisfactory,,153,:robot:_29_group
validation-120,Divide-before-multiplication loss in Oracle.observseSingle() leads to inaccurate results for tickCumulative for the KatanaV3Pool contract.,validation-120,"UniswapV3 has the same exact implementation as seen [here](https://github.com/Uniswap/v3-core/blob/main/contracts/libraries/Oracle.sol#L277), so this might be OOS per contest details [here](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#automated-findings--publicly-known-issues): 'All public known issues, including public audit reports of Uniswap V3 that affect Katana V3'",Satisfactory,,155,:robot:_primary
validation-264,Infinite Loop Risk in MixedRouteQuoter,validation-264,Known issue [Nc-6](https://github.com/code-423n4/2024-10-ronin/blob/main/4naly3er-report.md#nc-6-dangerous-whiletrue-loop),Unsatisfactory,,159,:robot:_primary
validation-229,Precision Loss in Katana V3 Fee Calculation Impacts Small Positions and Low-Value Transactions,,,Unsatisfactory,,162,:robot:_25_group
validation-226,Conditional Oracle Updates in Katana V3 _modifyPosition Enable Stale Data and Price Manipulation,,,Unsatisfactory,,166,:robot:_primary
validation-219,Missing Command Boundary Validation in Dispatcher Contract Can Lead to Unexpected Execution Paths,,,Unsatisfactory,,184,:robot:_primary
validation-234,Missing Slippage Protection in Katana V3 mint Function Exposes Users to Sandwich Attacks,validation-234,"Slippage is present in the NonfungiblePositionManager.mint, the function is not expected to be called directly",Unsatisfactory,,189,:robot:_17_group
validation-227,Slippage Protection and Price Manipulation Checks Missing in Katana V3 _modifyPosition,validation-227,"Slippage is present in the router contracts that will eventually invoke pool actions, the functions are not expected to be called directly",Unsatisfactory,,189,:robot:_17_group
validation-240,tx.origin Usage in Katana V3 Swap Function Enables Unauthorized Access,,,Unsatisfactory,,191,:robot:_28_group
validation-239,Potential Memory Exhaustion Vulnerability in Katana V3 Swap Function During Large Swaps,,,Unsatisfactory,,194,:robot:_primary
validation-233,Race Condition in Katana V3 mint Function Allows Balance Manipulation via Flash Loans,,,Unsatisfactory,,197,:robot:_01_group
validation-242,Zero Liquidity Manipulation in SwapMath Impacts Katana V3 Prices,,,Unsatisfactory,,198,:robot:_02_group
validation-251,Integer Overflow in /src/periphery/NonfungibleTokenPositionDescriptor.sol,validation-251,"The chainId is not arbitrary, it retrieves it from the `ChainLib`, and will only represent the ronin chainId given the contracts are only deployed on the [Ronin chain](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#general-questions)",Unsatisfactory,,201,:robot:_primary
validation-179,Initialization Logic Vulnerability exploitable in katana-v3-contracts-03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3PoolBeacon.sol,validation-179,"This is OOS per contest [details](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#automated-findings--publicly-known-issues): 'Centralization risk. Sky Mavis is responsible for maintaining the Katana V3 contracts and will able to upgrade the contract if necessary, as well as specify additional fee tiers.'",Unsatisfactory,,201,:robot:_primary
validation-171,Unchecked/Unvalidated External Call Return Values leads to ,validation-171,"This is OOS per contest [details](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#automated-findings--publicly-known-issues): 'Centralization risk. Sky Mavis is responsible for maintaining the Katana V3 contracts and will able to upgrade the contract if necessary, as well as specify additional fee tiers.'",Unsatisfactory,,208,:robot:_05_group
validation-193,Integer overflow in NonFungibleTokenPositionDescriptor.sol ,validation-193,"This can never happen, since all the return values are constant and will never be greater than uint256.max",Unsatisfactory,,216,:robot:_27_group
validation-218,Public Exposure of Position Data in positions() Enables Precise MEV Extraction,validation-218,"This is a non-issue, since there are slippages in place to prevent sandwich attacks.",Unsatisfactory,,217,:robot:_primary
validation-236,Rebase Vulnerability in Katana V3 mint Function Can Cause Incorrect Liquidity Provisioning,validation-236," Known assumption as seen [here](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#assumptions): 'The token balance of an address can only change due to a call to transfer by the sender or transferFrom by an approved address, i.e. rebase tokens and interest bearing tokens are excluded.'",Unsatisfactory,,221,:robot:_primary
,,,,,,,
,,,,,,,
validation-266,Lack of Price Impact & Slippage Protection in quoteExactInput,validation-266,,Satisfactory,,249,:robot:_primary
validation-232,Inefficient Tick Update Mechanism in Katana V3 Causes Excessive Gas Costs for Multi-Range Positions,validation-232,"Extremely vague issue, insufficient proof and quality",Unsatisfactory,,258,:robot:_primary
validation-241,no check on the liquidity holder ,validation-241,"The function is gated to the caller `msg.sender`  , users cannot arbitrarily invoke migration for other users",Unsatisfactory,,17,:robot:_primary
validation-211,lack safeApprove before call TransferHelper.safeTransferFrom,validation-211,"Not required, approvals are provided externally.",Unsatisfactory,,17,:robot:_primary
validation-210,`migrate()` lack slippage control,validation-210,Slippage is present when `INonfungiblePositionManager.mint` is called and eventually checked within `LiquidityManagement.addLiquidity`,Unsatisfactory,,20,:robot:_primary
validation-162,A call to pool.collect from `NonFungiblePositionManager.collect` will be returned,validation-162,,Unsatisfactory,,23,:robot:_primary
validation-144,eth being struck in AggregateRouter.,validation-27,,Unsatisfactory,,25,:robot:_primary
validation-139,check for token in checkPair ,validation-139,This is not required as the check exists in `checkPool` [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Factory.sol#L80),Unsatisfactory,,26,:robot:_primary
validation-142,Common tokens such as WETH9 work differently on chains such a Blast which isn't taken into account during transfer calls,validation-142,The only chain the contracts are deployed on is the Ronin chain as noted [here](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#general-questions),Unsatisfactory,,27,:robot:_primary
validation-172,slot0 is easy to manupilate,validation-102,,Satisfactory,,31,:robot:_primary
validation-125,Downcasting Issue in Protocol Fee Calculation,validation-125," [Known consideration](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#assumptions). It is unrealistic for fees to every reach that kind of state given totalSupply limit assumption. Additionally, fees can always be collected before this levels are reached. 'The total supply of any token does not exceed 2128 - 1, i.e. type(uint128).max.'",Unsatisfactory,,33,:robot:_primary
validation-164,wrong implement of initializeImmutables in KatanaV3Pool,validation-164,The check is correct to prevent reinitialization once factory address has been set,Unsatisfactory,,36,:robot:_04_group
validation-163,Balance Verification in mint Function Leading to Token Minting Failures,validation-163,"There is no issue here, <= is used because the `balance0Before` and `balance1Before` was the previously cached balances before the tokens were transferred to the pool by LP, the check is working correctly. If we use >=, it can potentially revert for FOT tokens. Same exact implementation as [UniswapV3Pool.sol](https://github.com/Uniswap/v3-core/blob/main/contracts/UniswapV3Pool.sol#L483-L484)",Unsatisfactory,,38,:robot:_101_group
validation-47,Users may perform trades or provide liquidity based on the assumption that the pool has a valid price.,validation-102,,Satisfactory,,42,:robot:_03_group
validation-48,The `totalFeeGrowth0` and `totalFeeGrowth1` variables are not updated along with their corresponding `feeGrowthGlobal0X128` and `feeGrowthGlobal1X128` variables.,validation-48,"There are no such state variables since protocol fees are immediately transferred directly to the treasury as een [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Pool.sol#L738-L740), as per design mentioned in [contest details](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#main-invariants). 'Protocol fees will be directly transferred to the treasury without fee-collecting operations needed'",Unsatisfactory,,44,:robot:_primary
validation-45,"If `feeProtocolNum` equals `feeProtocolDen`, it would mean 100% of the fees go to the protocol, which is likely unintended.",validation-45,"Note, this are not present in the automated finding report for known issues. Grouping all input validation issues together. They should all likely be at most QA and argubly invalid based on the following [READ.ME information](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#automated-findings--publicly-known-issues): ' Centralization risk. Sky Mavis is responsible for maintaining the Katana V3 contracts and will able to upgrade the contract if necessary, as well as specify additional fee tiers.'",Satisfactory,,45,:robot:_09_group
validation-166,use safemint instead of mint.,validation-166,"OOS, given uniswapV3 utilizes the same exact logic as seen [here](https://github.com/Uniswap/v3-periphery/blob/main/contracts/NonfungiblePositionManager.sol#L156): 'All public known issues, including public audit reports of Uniswap V3 that affect Katana V3'",Unsatisfactory,,47,:robot:_primary
validation-149,Reentrancy Risk in the migrate Function,validation-149,"Lack sufficient proof. Additionally, the migrator contract is not expected to hold funds since appropriate refunds will be given.",Unsatisfactory,,47,:robot:_primary
validation-50,Missing Authorization Check in Flash Loan Function,validation-50,"The subsequent [checks here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Pool.sol#L774-L775) enforces that the user MUST have returned the flashloaned funds + the fees within the flashloan call `katanaV3FlashCallback` callback, if not the call will revert",Unsatisfactory,,47,:robot:_primary
validation-124, Zero-Fee Pool Vulnerability in `KatanaV3Factory`,validation-124,There is no indication that zero-fee pools cannot be allowed,Unsatisfactory,,49,:robot:_09_group
validation-154,wrong implement of nativeCurrencyLabel,validation-11,,Unsatisfactory,,53,:robot:_primary
validation-46,"Liquidity providers may face difficulties when managing their positions, as the inconsistent tick state can affect their ability to add or remove liquidity correctly.",,,Unsatisfactory,,54,:robot:_primary
validation-151,Wrong init code hash,validation-74,,Unsatisfactory,,55,:robot:_primary
validation-49,"Incorrect accounting of total fees collected by the pool, leading to discrepancies in financial records and reporting.",validation-49,"There are no such state variables since protocol fees are immediately transferred directly to the treasury as een [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Pool.sol#L738-L740), as per design mentioned in [contest details](https://github.com/code-423n4/2024-10-ronin?tab=readme-ov-file#main-invariants): 'Protocol fees will be directly transferred to the treasury without fee-collecting operations needed'",Unsatisfactory,,55,:robot:_primary
validation-40,Insufficient Liquidity Check in Flash Loan Function,validation-40,"This is essentially a non-issue, either way, it would revert even if an additional check is added due to insufficient funds available for flashloan",Unsatisfactory,,55,:robot:_01_group
validation-7,`totalPools` variable will not accurately reflect the number of pools created.,validation-7,There is no `totalPools` state variable,Unsatisfactory,,57,:robot:_primary
validation-8,`setTreasury` allows setting treasury to the current address,validation-8,Known issue [NC-11](https://github.com/code-423n4/2024-10-ronin/blob/main/4naly3er-report.md#nc-11-lack-of-checks-in-setters),Unsatisfactory,,58,:robot:_primary
validation-177,Protocol Fee Ratio Bypass Leading to Excessive Fee Extraction,validation-45,,Satisfactory,,59,:robot:_09_group
validation-33,`initialize()` function lacks a check to ensure that the provided `sqrtPriceX96` is non-zero before assigning it to `slot0.sqrtPriceX96`,validation-45,,Satisfactory,,59,:robot:_03_group
validation-175,Fee Parameter Manipulation Through Race Condition in KatanaV3Factory,validation-175,"There seem to be some missunderstanding of how transactions work. Once `enableFeeAmount`, the transaction has to be completed before the updates are completed, and thus is atomic, so this is a non-issue.",Unsatisfactory,,62,:robot:_09_group
validation-38,Unchecked Liquidity Burn Allows Excessive Token Withdrawal,validation-38,Users cannot abitrarily burn tokens from other LPs since the call is gated to the caller `msg.sender`.,Unsatisfactory,,64,:robot:_primary
validation-257,V3factory will fail to initialize because of a wrong check,validation-106,,Satisfactory,,68,:robot:_04_group
validation-6,Inaccurate `totalPools` Count,validation-6,There is no `totalPools` state variable.,Unsatisfactory,,68,:robot:_52_group
validation-268,Parameters mostly not checked for initializeImmutables function,validation-45,,Satisfactory,,69,:robot:_04_group
validation-44,Improper Validation of `tickSpacing` Parameter in `initializeImmutables` Function,validation-45,,Satisfactory,,70,:robot:_primary
validation-136,Handling External Calls to IERC20Metadata.decimals() Failing Silently,validation-136,"Seems at most low/QA, wrapper contract could be used? Also the contracts are only supported on ronin chain, which is unlikely for tokens to exhibit such a behavior.",Satisfactory,,72,:robot:_primary
validation-28,"Fee Growth Accumulation Bug: Instead of accumulating fees, the code overwrites the previous fee growth values.",validation-28,"The global fee tracker is already incremented [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Pool.sol#L649) before assignment, this is a non-issue",Unsatisfactory,,72,:robot:_25_group
validation-29,Incorrect Balance Check in Swap Function Leads to Pool Imbalance,validation-29,The warden seemed to have attempted to change the smart contract logic to introduce a bug. There is no issue here if you check the correct affected lines of code [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Pool.sol#L734),Unsatisfactory,,75,:robot:_49_group
validation-141,CREATE2` address collision during pool deployment allows for complete draining of the pool,validation-51,,Satisfactory,,77,:robot:_37_group
validation-176,Multiple Pool Creation Enables Liquidity Fragmentation and Market Manipulation,validation-176,"OOS. 'Centralization risk. Sky Mavis is responsible for maintaining the Katana V3 contracts and will able to upgrade the contract if necessary, as well as specify additional fee tiers.'",Unsatisfactory,,79,:robot:_primary
validation-5,Improper Token Address Validation in `createPool` Function,validation-5,"The check is not required, since no matter what, token0 will represent the zero address due to the assignment above.",Unsatisfactory,,83,:robot:_primary
validation-156,Katana Governance will never be able to initialize the V3factory because of a wrong check,validation-106,,Satisfactory,,84,:robot:_primary
validation-87,Pool Initialization with Extreme Prices Can Break Core Pool Mechanics,validation-45,,Satisfactory,,84,:robot:_11_group
validation-155,Change of Router in the Katana governance will cause all Calls from the new router to revert.,validation-155,"Not an issue, given the externnal  [`setAllowedActor`](https://github.com/ronin-chain/katana-operation-contracts/blob/27f9d28e00958bf3494fa405a8a5acdcd5ecdc5d/src/governance/KatanaGovernance.sol#L95-L97) can be subsequently invoked.",Unsatisfactory,,85,:robot:_primary
validation-85,Zero-Amount Flash Loans Not Prevented,validation-85,"There is no reason to invoke a zero amount flashloan, and there will be no impact, so arguably, there is no need to check for it.",Unsatisfactory,,87,:robot:_01_group
validation-86,Oracle Observation Array Size Mismatch with Maximum Cardinality,validation-86,"65535 creates a fixed array size that can hold 65535 elements that is indexed from 0-65534, no issue here",Unsatisfactory,,91,:robot:_14_group
validation-37,Manipulation of pool balances and pricing allows Borrowing Beyond Pool Balance,validation-37,"The subsequent [checks here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Pool.sol#L774-L775) enforces that the user MUST have returned the flashloaned funds + the fees within the flashloan call `katanaV3FlashCallback` callback, if not the call will revert",Unsatisfactory,,91,:robot:_01_group
validation-36,Complete draining of the pool's assets in Flash function,validation-36,"The following statement is incorrect and misunderstands how modifiers work. The lock will only be reassigned after execution of the function logic. 'The lock modifier releases the lock (slot0.unlocked = true;) prematurely, before the flash function completes its execution.'",Unsatisfactory,,93,:robot:_01_group
validation-31,Inconsistent Fee Growth Accounting in Swap Function,validation-31,,Unsatisfactory,,94,:robot:_25_group
validation-224,Memory Array Length Manipulation Vulnerability in Whitelist Token Management,validation-224,"This is a view function to retrieve information of whitelisted tokens, there is no possible manipulation here.",Unsatisfactory,,95,:robot:_primary
validation-89,Users may receive incorrect amounts during swaps Protocol fees could be miscalculated,validation-89,,Unsatisfactory,,95,:robot:_02_group
validation-24,NonfungiblePositionManager has increaseLiquidity Function Missing Authorization Check,validation-117,,Satisfactory,,101,:robot:_07_group
validation-76,Missing authorization check in `increaseLiquidity` permits unauthorized liquidity addition,validation-117,,Satisfactory,,111,:robot:_07_group
validation-91,Unbounded Token Collection Can Lead to Unexpected Reverts,validation-91,It is correct to revert if the user attempt to collect more than intended tokens owed to them,Unsatisfactory,,112,:robot:_primary
validation-35,AggregateRouter has execute Function May Enter an Infinite Loop Under Certain Conditions,,,Unsatisfactory,,114,:robot:_54_group
validation-34,Inconsistent Liquidity State in Tick Updates,validation-34,,Unsatisfactory,,115,:robot:_110_group
validation-39,Use of unchecked arithmetic operations,validation-39,"The SafeCast library is utilized, so overflow is not possible",Unsatisfactory,,123,:robot:_primary
validation-90,Flash Loan State Manipulation via Reentrancy,validation-90,"The modifier `lock` serves as the reentrancy protection ,there is no issue here.",Unsatisfactory,,124,:robot:_01_group
validation-80,fee growth calculation in the swap function incorrectly handles the order of operations between protocol fee deduction and fee growth updates,,,Unsatisfactory,,133,:robot:_25_group
validation-221,Zero Denominator Vulnerability in Fee Protocol Parameter Validation,validation-45,,Unsatisfactory,,138,:robot:_primary
validation-81,Incorrect Liquidity Accounting During Position Burns,,,Unsatisfactory,,138,:robot:_02_group
validation-123,Cross-site scripting risk in NFT position descriptor due to insufficient token symbol validation,validation-123,"This is OOS and not a smart contract logic issue. Additionally, we have the same implementation in uniswapV3 as seen [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/periphery/libraries/NFTDescriptor.sol)",Unsatisfactory,,151,:robot:_primary
validation-137,Authorization Through tx.origin,validation-137,"No bypass is possible, even if the caller is spoofed, the calling context must be the router set in the katana governance contract with the appropriate logic",Unsatisfactory,,173,:robot:_primary
validation-79,Minting with Extreme Tick Values,validation-45,,Satisfactory,,194,:robot:_11_group
validation-88,Attacker can drain pool liquidity by manipulating balance checks,validation-88,"There is no issue here, <= can be used since it would mean the user has repaid the amount flashloaned + fees. The second point is incorrect since the balance of pool has been previously cached [here](https://github.com/ronin-chain/katana-v3-contracts/blob/03c80179e04f40d96f06c451ea494bb18f2a58fc/src/core/KatanaV3Pool.sol#L762-L763). See similar implementation in [UniswapV3Pool](https://github.com/Uniswap/v3-core/blob/main/contracts/UniswapV3Pool.sol#L802-L811)",Unsatisfactory,,196,:robot:_01_group
validation-173,use memory safe for assembly.,validation-173,"We shouldn't be arbitrarily utilizing memory safe functionalities without concrete proof, which the warden hasn't explained.",Unsatisfactory,,224,:robot:_primary